threads,memory,Type,Time,Language,speedup
16,17136,real,0.21,cpp,7.75661375661376
16,17188,real,0.16,cpp,10.1805555555556
16,17188,real,0.16,cpp,10.1805555555556
16,17104,real,0.17,cpp,9.58169934640523
16,17252,real,0.16,cpp,10.1805555555556
16,17140,real,0.18,cpp,9.04938271604938
16,17192,real,0.15,cpp,10.8592592592593
16,17236,real,0.16,cpp,10.1805555555556
16,17104,real,0.17,cpp,9.58169934640523
20,17220,real,0.21,cpp,7.75661375661376
20,17216,real,0.18,cpp,9.04938271604938
20,17216,real,0.2,cpp,8.14444444444444
20,17200,real,0.2,cpp,8.14444444444444
20,17236,real,0.2,cpp,8.14444444444444
20,17136,real,0.2,cpp,8.14444444444444
20,17184,real,0.19,cpp,8.57309941520468
20,17236,real,0.18,cpp,9.04938271604938
20,17192,real,0.19,cpp,8.57309941520468
25,17232,real,0.19,cpp,8.57309941520468
25,17336,real,0.18,cpp,9.04938271604938
25,17192,real,0.17,cpp,9.58169934640523
25,17284,real,0.19,cpp,8.57309941520468
25,17208,real,0.18,cpp,9.04938271604938
25,17132,real,0.25,cpp,6.51555555555556
25,17264,real,0.22,cpp,7.4040404040404
25,17268,real,0.19,cpp,8.57309941520468
25,17272,real,0.2,cpp,8.14444444444444
32,17328,real,0.2,cpp,8.14444444444444
32,17388,real,0.17,cpp,9.58169934640523
32,17176,real,0.18,cpp,9.04938271604938
32,17360,real,0.16,cpp,10.1805555555556
32,17408,real,0.18,cpp,9.04938271604938
32,17428,real,0.19,cpp,8.57309941520468
32,17288,real,0.18,cpp,9.04938271604938
32,17348,real,0.18,cpp,9.04938271604938
32,17272,real,0.17,cpp,9.58169934640523
40,17364,real,0.17,cpp,9.58169934640523
40,17296,real,0.18,cpp,9.04938271604938
40,17456,real,0.18,cpp,9.04938271604938
40,17372,real,0.16,cpp,10.1805555555556
40,17492,real,0.17,cpp,9.58169934640523
40,17360,real,0.16,cpp,10.1805555555556
40,17460,real,0.17,cpp,9.58169934640523
40,17588,real,0.17,cpp,9.58169934640523
40,17444,real,0.17,cpp,9.58169934640523
50,17400,real,0.19,cpp,8.57309941520468
50,17684,real,0.19,cpp,8.57309941520468
50,17628,real,0.17,cpp,9.58169934640523
50,17556,real,0.18,cpp,9.04938271604938
50,17580,real,0.15,cpp,10.8592592592593
50,17592,real,0.2,cpp,8.14444444444444
50,17620,real,0.17,cpp,9.58169934640523
50,17720,real,0.19,cpp,8.57309941520468
50,17564,real,0.17,cpp,9.58169934640523
80,18096,real,0.19,cpp,8.57309941520468
80,18020,real,0.17,cpp,9.58169934640523
80,18064,real,0.19,cpp,8.57309941520468
80,18164,real,0.17,cpp,9.58169934640523
80,18176,real,0.17,cpp,9.58169934640523
80,18020,real,0.19,cpp,8.57309941520468
80,17964,real,0.16,cpp,10.1805555555556
80,18136,real,0.18,cpp,9.04938271604938
80,17980,real,0.17,cpp,9.58169934640523
100,18424,real,0.16,cpp,10.1805555555556
100,18304,real,0.17,cpp,9.58169934640523
100,18448,real,0.16,cpp,10.1805555555556
100,18320,real,0.2,cpp,8.14444444444444
100,18396,real,0.19,cpp,8.57309941520468
100,18252,real,0.21,cpp,7.75661375661376
100,18340,real,0.14,cpp,11.6349206349206
100,18408,real,0.19,cpp,8.57309941520468
100,18312,real,0.18,cpp,9.04938271604938
125,18808,real,0.21,cpp,7.75661375661376
125,18804,real,0.18,cpp,9.04938271604938
125,18768,real,0.17,cpp,9.58169934640523
125,18968,real,0.19,cpp,8.57309941520468
125,18860,real,0.19,cpp,8.57309941520468
125,18816,real,0.24,cpp,6.78703703703704
125,18688,real,0.2,cpp,8.14444444444444
125,18896,real,0.25,cpp,6.51555555555556
125,18780,real,0.21,cpp,7.75661375661376
200,19332,real,0.22,cpp,7.4040404040404
200,19784,real,0.2,cpp,8.14444444444444
200,19288,real,0.23,cpp,7.08212560386473
200,19260,real,0.2,cpp,8.14444444444444
200,19768,real,0.26,cpp,6.26495726495726
200,19960,real,0.18,cpp,9.04938271604938
200,19908,real,0.18,cpp,9.04938271604938
200,19948,real,0.17,cpp,9.58169934640523
200,19764,real,0.18,cpp,9.04938271604938
250,20456,real,0.21,cpp,7.75661375661376
250,20280,real,0.21,cpp,7.75661375661376
250,19980,real,0.21,cpp,7.75661375661376
250,20452,real,0.17,cpp,9.58169934640523
250,20384,real,0.22,cpp,7.4040404040404
250,20588,real,0.18,cpp,9.04938271604938
250,20628,real,0.19,cpp,8.57309941520468
250,20596,real,0.2,cpp,8.14444444444444
250,20484,real,0.24,cpp,6.78703703703704
400,22440,real,0.2,cpp,8.14444444444444
400,22316,real,0.2,cpp,8.14444444444444
400,21268,real,0.21,cpp,7.75661375661376
400,22544,real,0.2,cpp,8.14444444444444
400,22456,real,0.25,cpp,6.51555555555556
400,22392,real,0.27,cpp,6.03292181069959
400,21744,real,0.3,cpp,5.42962962962963
400,21680,real,0.23,cpp,7.08212560386473
400,21848,real,0.3,cpp,5.42962962962963
500,23040,real,0.24,cpp,6.78703703703704
500,23344,real,0.25,cpp,6.51555555555556
500,23240,real,0.24,cpp,6.78703703703704
500,22876,real,0.27,cpp,6.03292181069959
500,22568,real,0.2,cpp,8.14444444444444
500,22860,real,0.25,cpp,6.51555555555556
500,22892,real,0.24,cpp,6.78703703703704
500,23044,real,0.25,cpp,6.51555555555556
500,23628,real,0.21,cpp,7.75661375661376
1,5024,real,0.36,c,1.23765432098765
1,4976,real,0.45,c,0.990123456790123
1,4988,real,0.48,c,0.928240740740741
1,4888,real,0.43,c,1.03617571059432
1,4940,real,0.44,c,1.01262626262626
1,5024,real,0.47,c,0.947990543735225
1,4984,real,0.47,c,0.947990543735225
1,4952,real,0.47,c,0.947990543735225
1,5012,real,0.44,c,1.01262626262626
1,4952,real,0.44,c,1.01262626262626
2,4944,real,0.39,c,1.14245014245014
2,4992,real,0.38,c,1.17251461988304
2,5008,real,0.41,c,1.08672086720867
2,5024,real,0.4,c,1.11388888888889
2,5032,real,0.41,c,1.08672086720867
2,4972,real,0.39,c,1.14245014245014
2,4996,real,0.41,c,1.08672086720867
2,4948,real,0.4,c,1.11388888888889
2,5024,real,0.43,c,1.03617571059432
2,4980,real,0.41,c,1.08672086720867
4,5012,real,0.37,c,1.2042042042042
4,4960,real,0.38,c,1.17251461988304
4,5008,real,0.3,c,1.48518518518519
4,5048,real,0.38,c,1.17251461988304
4,5012,real,0.39,c,1.14245014245014
4,4908,real,0.33,c,1.35016835016835
4,5012,real,0.32,c,1.39236111111111
4,4912,real,0.32,c,1.39236111111111
4,5048,real,0.32,c,1.39236111111111
4,4972,real,0.37,c,1.2042042042042
5,4964,real,0.35,c,1.27301587301587
5,4976,real,0.33,c,1.35016835016835
5,4976,real,0.3,c,1.48518518518519
5,4968,real,0.31,c,1.43727598566308
5,5048,real,0.32,c,1.39236111111111
5,5036,real,0.28,c,1.59126984126984
5,5052,real,0.32,c,1.39236111111111
5,4992,real,0.35,c,1.27301587301587
5,4968,real,0.35,c,1.27301587301587
5,4992,real,0.33,c,1.35016835016835
8,5048,real,0.3,c,1.48518518518519
8,5036,real,0.28,c,1.59126984126984
8,4956,real,0.3,c,1.48518518518519
8,4976,real,0.3,c,1.48518518518519
8,4968,real,0.3,c,1.48518518518519
8,4960,real,0.29,c,1.53639846743295
8,5020,real,0.3,c,1.48518518518519
8,5020,real,0.26,c,1.71367521367521
8,5036,real,0.31,c,1.43727598566308
8,4996,real,0.3,c,1.48518518518519
10,4972,real,0.3,c,1.48518518518519
10,5052,real,0.3,c,1.48518518518519
10,5000,real,0.28,c,1.59126984126984
10,5040,real,0.29,c,1.53639846743295
10,5052,real,0.3,c,1.48518518518519
10,4908,real,0.29,c,1.53639846743295
10,4992,real,0.29,c,1.53639846743295
10,5000,real,0.3,c,1.48518518518519
10,5052,real,0.29,c,1.53639846743295
10,5052,real,0.29,c,1.53639846743295
16,4972,real,0.25,c,1.78222222222222
16,4968,real,0.26,c,1.71367521367521
16,4968,real,0.25,c,1.78222222222222
16,4968,real,0.25,c,1.78222222222222
16,5000,real,0.26,c,1.71367521367521
16,5016,real,0.25,c,1.78222222222222
16,4980,real,0.24,c,1.85648148148148
16,5012,real,0.25,c,1.78222222222222
16,4996,real,0.24,c,1.85648148148148
16,5004,real,0.25,c,1.78222222222222
20,5056,real,0.24,c,1.85648148148148
20,4964,real,0.23,c,1.93719806763285
20,4972,real,0.25,c,1.78222222222222
20,4968,real,0.24,c,1.85648148148148
20,5048,real,0.24,c,1.85648148148148
20,5044,real,0.24,c,1.85648148148148
20,4980,real,0.24,c,1.85648148148148
20,4964,real,0.24,c,1.85648148148148
20,5052,real,0.24,c,1.85648148148148
20,4964,real,0.24,c,1.85648148148148
25,5056,real,0.25,c,1.78222222222222
25,5004,real,0.24,c,1.85648148148148
25,5016,real,0.25,c,1.78222222222222
25,4972,real,0.25,c,1.78222222222222
25,5024,real,0.24,c,1.85648148148148
25,5000,real,0.24,c,1.85648148148148
25,4964,real,0.24,c,1.85648148148148
25,4980,real,0.24,c,1.85648148148148
25,4916,real,0.23,c,1.93719806763285
25,4996,real,0.24,c,1.85648148148148
32,4996,real,0.22,c,2.02525252525253
32,5032,real,0.21,c,2.12169312169312
32,5004,real,0.22,c,2.02525252525253
32,5088,real,0.22,c,2.02525252525253
32,4948,real,0.23,c,1.93719806763285
32,5000,real,0.22,c,2.02525252525253
32,5016,real,0.23,c,1.93719806763285
32,5084,real,0.22,c,2.02525252525253
32,5084,real,0.22,c,2.02525252525253
32,5092,real,0.22,c,2.02525252525253
40,5064,real,0.18,c,2.47530864197531
40,5048,real,0.19,c,2.34502923976608
40,5148,real,0.19,c,2.34502923976608
40,5052,real,0.18,c,2.47530864197531
40,5016,real,0.18,c,2.47530864197531
40,5060,real,0.18,c,2.47530864197531
40,5048,real,0.18,c,2.47530864197531
40,5128,real,0.18,c,2.47530864197531
40,5072,real,0.18,c,2.47530864197531
40,5136,real,0.18,c,2.47530864197531
50,5236,real,0.14,c,3.18253968253968
50,5156,real,0.13,c,3.42735042735043
50,5232,real,0.14,c,3.18253968253968
50,5140,real,0.15,c,2.97037037037037
50,5156,real,0.15,c,2.97037037037037
50,5232,real,0.15,c,2.97037037037037
50,5212,real,0.16,c,2.78472222222222
50,5100,real,0.15,c,2.97037037037037
50,5096,real,0.14,c,3.18253968253968
50,5176,real,0.15,c,2.97037037037037
80,5476,real,0.09,c,4.95061728395062
80,5464,real,0.13,c,3.42735042735043
80,5468,real,0.11,c,4.05050505050505
80,5464,real,0.11,c,4.05050505050505
80,5424,real,0.11,c,4.05050505050505
80,5484,real,0.12,c,3.71296296296296
80,5388,real,0.12,c,3.71296296296296
80,5392,real,0.12,c,3.71296296296296
80,5476,real,0.12,c,3.71296296296296
80,5404,real,0.11,c,4.05050505050505
100,5568,real,0.1,c,4.45555555555555
100,5516,real,0.09,c,4.95061728395062
100,5644,real,0.09,c,4.95061728395062
100,5552,real,0.11,c,4.05050505050505
100,5652,real,0.09,c,4.95061728395062
100,5624,real,0.1,c,4.45555555555555
100,5652,real,0.1,c,4.45555555555555
100,5516,real,0.11,c,4.05050505050505
100,5624,real,0.11,c,4.05050505050505
100,5652,real,0.11,c,4.05050505050505
125,5828,real,0.09,c,4.95061728395062
125,5752,real,0.1,c,4.45555555555555
125,5848,real,0.09,c,4.95061728395062
125,5856,real,0.08,c,5.56944444444444
125,5756,real,0.09,c,4.95061728395062
125,5752,real,0.1,c,4.45555555555555
125,5764,real,0.08,c,5.56944444444444
125,5832,real,0.08,c,5.56944444444444
125,5840,real,0.1,c,4.45555555555555
125,5776,real,0.09,c,4.95061728395062
200,6480,real,0.06,c,7.42592592592593
200,6408,real,0.06,c,7.42592592592593
200,6484,real,0.06,c,7.42592592592593
200,6380,real,0.07,c,6.36507936507936
200,6376,real,0.06,c,7.42592592592593
200,6376,real,0.07,c,6.36507936507936
200,6348,real,0.06,c,7.42592592592593
200,6488,real,0.06,c,7.42592592592593
200,6388,real,0.06,c,7.42592592592593
200,6472,real,0.06,c,7.42592592592593
250,6896,real,0.05,c,8.91111111111111
250,6868,real,0.06,c,7.42592592592593
250,6760,real,0.05,c,8.91111111111111
250,6756,real,0.05,c,8.91111111111111
250,6888,real,0.06,c,7.42592592592593
250,6804,real,0.1,c,4.45555555555555
250,6888,real,0.05,c,8.91111111111111
250,6872,real,0.05,c,8.91111111111111
250,6808,real,0.06,c,7.42592592592593
250,6876,real,0.06,c,7.42592592592593
400,8060,real,0.04,c,11.1388888888889
400,8068,real,0.04,c,11.1388888888889
400,8112,real,0.05,c,8.91111111111111
400,8136,real,0.04,c,11.1388888888889
400,8140,real,0.07,c,6.36507936507936
400,8136,real,0.04,c,11.1388888888889
400,8128,real,0.04,c,11.1388888888889
400,8088,real,0.04,c,11.1388888888889
400,8052,real,0.04,c,11.1388888888889
400,8140,real,0.06,c,7.42592592592593
500,8944,real,0.04,c,11.1388888888889
500,8972,real,0.06,c,7.42592592592593
500,8888,real,0.06,c,7.42592592592593
500,8948,real,0.05,c,8.91111111111111
500,8888,real,0.05,c,8.91111111111111
500,8880,real,0.04,c,11.1388888888889
500,8892,real,0.04,c,11.1388888888889
500,8836,real,0.05,c,8.91111111111111
500,8944,real,0.04,c,11.1388888888889
500,8976,real,0.04,c,11.1388888888889
1,5056,real,0.54,c_openmp,0.991769547325103
1,5072,real,0.57,c_openmp,0.939571150097466
1,5088,real,0.55,c_openmp,0.973737373737374
1,5168,real,0.56,c_openmp,0.956349206349206
1,5172,real,0.56,c_openmp,0.956349206349206
1,5108,real,0.5,c_openmp,1.07111111111111
1,5116,real,0.55,c_openmp,0.973737373737374
1,5132,real,0.56,c_openmp,0.956349206349206
1,5096,real,0.43,c_openmp,1.24547803617571
2,5096,real,0.45,c_openmp,1.19012345679012
2,5064,real,0.51,c_openmp,1.05010893246187
2,5136,real,0.53,c_openmp,1.0104821802935
2,5128,real,0.49,c_openmp,1.09297052154195
2,5048,real,0.47,c_openmp,1.13947990543735
2,5080,real,0.47,c_openmp,1.13947990543735
2,5096,real,0.52,c_openmp,1.02991452991453
2,5096,real,0.46,c_openmp,1.16425120772947
2,5144,real,0.44,c_openmp,1.21717171717172
4,5116,real,0.44,c_openmp,1.21717171717172
4,5096,real,0.48,c_openmp,1.11574074074074
4,5144,real,0.48,c_openmp,1.11574074074074
4,5140,real,0.44,c_openmp,1.21717171717172
4,5140,real,0.39,c_openmp,1.37321937321937
4,5116,real,0.48,c_openmp,1.11574074074074
4,5160,real,0.49,c_openmp,1.09297052154195
4,5196,real,0.41,c_openmp,1.30623306233062
4,5140,real,0.42,c_openmp,1.27513227513228
5,5100,real,0.41,c_openmp,1.30623306233062
5,5160,real,0.4,c_openmp,1.33888888888889
5,5104,real,0.4,c_openmp,1.33888888888889
5,5076,real,0.45,c_openmp,1.19012345679012
5,5100,real,0.39,c_openmp,1.37321937321937
5,5120,real,0.48,c_openmp,1.11574074074074
5,5084,real,0.43,c_openmp,1.24547803617571
5,5204,real,0.41,c_openmp,1.30623306233062
5,5152,real,0.38,c_openmp,1.4093567251462
8,5172,real,0.4,c_openmp,1.33888888888889
8,5116,real,0.42,c_openmp,1.27513227513228
8,5228,real,0.34,c_openmp,1.57516339869281
8,5192,real,0.43,c_openmp,1.24547803617571
8,5196,real,0.4,c_openmp,1.33888888888889
8,5156,real,0.4,c_openmp,1.33888888888889
8,5188,real,0.38,c_openmp,1.4093567251462
8,5164,real,0.4,c_openmp,1.33888888888889
8,5192,real,0.42,c_openmp,1.27513227513228
10,5144,real,0.4,c_openmp,1.33888888888889
10,5164,real,0.39,c_openmp,1.37321937321937
10,5180,real,0.42,c_openmp,1.27513227513228
10,5132,real,0.4,c_openmp,1.33888888888889
10,5204,real,0.4,c_openmp,1.33888888888889
10,5160,real,0.39,c_openmp,1.37321937321937
10,5132,real,0.4,c_openmp,1.33888888888889
10,5244,real,0.4,c_openmp,1.33888888888889
10,5196,real,0.39,c_openmp,1.37321937321937
16,5168,real,0.36,c_openmp,1.48765432098765
16,5248,real,0.34,c_openmp,1.57516339869281
16,5196,real,0.33,c_openmp,1.62289562289562
16,5212,real,0.33,c_openmp,1.62289562289562
16,5216,real,0.33,c_openmp,1.62289562289562
16,5212,real,0.33,c_openmp,1.62289562289562
16,5296,real,0.33,c_openmp,1.62289562289562
16,5244,real,0.34,c_openmp,1.57516339869281
16,5248,real,0.34,c_openmp,1.57516339869281
20,5216,real,0.34,c_openmp,1.57516339869281
20,5332,real,0.32,c_openmp,1.67361111111111
20,5252,real,0.33,c_openmp,1.62289562289562
20,5232,real,0.32,c_openmp,1.67361111111111
20,5216,real,0.33,c_openmp,1.62289562289562
20,5272,real,0.33,c_openmp,1.62289562289562
20,5248,real,0.32,c_openmp,1.67361111111111
20,5332,real,0.32,c_openmp,1.67361111111111
20,5256,real,0.32,c_openmp,1.67361111111111
25,5276,real,0.32,c_openmp,1.67361111111111
25,5336,real,0.32,c_openmp,1.67361111111111
25,5332,real,0.32,c_openmp,1.67361111111111
25,5272,real,0.33,c_openmp,1.62289562289562
25,5292,real,0.32,c_openmp,1.67361111111111
25,5316,real,0.32,c_openmp,1.67361111111111
25,5244,real,0.32,c_openmp,1.67361111111111
25,5372,real,0.32,c_openmp,1.67361111111111
25,5332,real,0.34,c_openmp,1.57516339869281
32,5316,real,0.28,c_openmp,1.91269841269841
32,5356,real,0.28,c_openmp,1.91269841269841
32,5436,real,0.29,c_openmp,1.84674329501916
32,5376,real,0.28,c_openmp,1.91269841269841
32,5316,real,0.28,c_openmp,1.91269841269841
32,5364,real,0.29,c_openmp,1.84674329501916
32,5388,real,0.27,c_openmp,1.98353909465021
32,5372,real,0.29,c_openmp,1.84674329501916
32,5352,real,0.28,c_openmp,1.91269841269841
40,5452,real,0.23,c_openmp,2.32850241545894
40,5452,real,0.23,c_openmp,2.32850241545894
40,5444,real,0.24,c_openmp,2.23148148148148
40,5392,real,0.22,c_openmp,2.43434343434343
40,5416,real,0.23,c_openmp,2.32850241545894
40,5452,real,0.22,c_openmp,2.43434343434343
40,5460,real,0.23,c_openmp,2.32850241545894
40,5444,real,0.24,c_openmp,2.23148148148148
40,5496,real,0.23,c_openmp,2.32850241545894
50,5484,real,0.2,c_openmp,2.67777777777778
50,5544,real,0.19,c_openmp,2.8187134502924
50,5524,real,0.2,c_openmp,2.67777777777778
50,5460,real,0.21,c_openmp,2.55026455026455
50,5520,real,0.19,c_openmp,2.8187134502924
50,5548,real,0.19,c_openmp,2.8187134502924
50,5548,real,0.18,c_openmp,2.97530864197531
50,5508,real,0.21,c_openmp,2.55026455026455
50,5472,real,0.19,c_openmp,2.8187134502924
80,5736,real,0.15,c_openmp,3.57037037037037
80,5788,real,0.15,c_openmp,3.57037037037037
80,5740,real,0.14,c_openmp,3.82539682539683
80,5732,real,0.15,c_openmp,3.57037037037037
80,5796,real,0.15,c_openmp,3.57037037037037
80,5784,real,0.14,c_openmp,3.82539682539683
80,5844,real,0.16,c_openmp,3.34722222222222
80,5736,real,0.15,c_openmp,3.57037037037037
80,5756,real,0.15,c_openmp,3.57037037037037
100,5936,real,0.12,c_openmp,4.46296296296296
100,5976,real,0.13,c_openmp,4.11965811965812
100,5912,real,0.13,c_openmp,4.11965811965812
100,6008,real,0.13,c_openmp,4.11965811965812
100,5948,real,0.12,c_openmp,4.46296296296296
100,5964,real,0.12,c_openmp,4.46296296296296
100,6012,real,0.12,c_openmp,4.46296296296296
100,5924,real,0.13,c_openmp,4.11965811965812
100,5972,real,0.12,c_openmp,4.46296296296296
125,6176,real,0.1,c_openmp,5.35555555555556
125,6184,real,0.13,c_openmp,4.11965811965812
125,6128,real,0.1,c_openmp,5.35555555555556
125,6224,real,0.12,c_openmp,4.46296296296296
125,6132,real,0.11,c_openmp,4.86868686868687
125,6140,real,0.11,c_openmp,4.86868686868687
125,6112,real,0.12,c_openmp,4.46296296296296
125,6124,real,0.12,c_openmp,4.46296296296296
125,6092,real,0.11,c_openmp,4.86868686868687
200,6780,real,0.1,c_openmp,5.35555555555556
200,6768,real,0.1,c_openmp,5.35555555555556
200,6816,real,0.1,c_openmp,5.35555555555556
200,6784,real,0.1,c_openmp,5.35555555555556
200,6752,real,0.1,c_openmp,5.35555555555556
200,6828,real,0.08,c_openmp,6.69444444444444
200,6812,real,0.09,c_openmp,5.95061728395062
200,6820,real,0.09,c_openmp,5.95061728395062
200,6820,real,0.1,c_openmp,5.35555555555556
250,7244,real,0.09,c_openmp,5.95061728395062
250,7252,real,0.08,c_openmp,6.69444444444444
250,7228,real,0.09,c_openmp,5.95061728395062
250,7216,real,0.09,c_openmp,5.95061728395062
250,7200,real,0.08,c_openmp,6.69444444444444
250,7192,real,0.1,c_openmp,5.35555555555556
250,7220,real,0.08,c_openmp,6.69444444444444
250,7176,real,0.09,c_openmp,5.95061728395062
250,7284,real,0.09,c_openmp,5.95061728395062
400,8484,real,0.07,c_openmp,7.65079365079365
400,8488,real,0.07,c_openmp,7.65079365079365
400,8564,real,0.07,c_openmp,7.65079365079365
400,8528,real,0.07,c_openmp,7.65079365079365
400,8564,real,0.06,c_openmp,8.92592592592593
400,8512,real,0.07,c_openmp,7.65079365079365
400,8436,real,0.06,c_openmp,8.92592592592593
400,8532,real,0.07,c_openmp,7.65079365079365
400,8468,real,0.07,c_openmp,7.65079365079365
500,9336,real,0.05,c_openmp,10.7111111111111
500,9372,real,0.08,c_openmp,6.69444444444444
500,9320,real,0.07,c_openmp,7.65079365079365
500,9340,real,0.05,c_openmp,10.7111111111111
500,9368,real,0.06,c_openmp,8.92592592592593
500,9328,real,0.06,c_openmp,8.92592592592593
500,9360,real,0.07,c_openmp,7.65079365079365
500,9304,real,0.05,c_openmp,10.7111111111111
500,9416,real,0.06,c_openmp,8.92592592592593
1,12604,real,1.16,go,0.976053639846743
1,12612,real,1.16,go,0.976053639846743
1,12596,real,1.15,go,0.984541062801932
1,12608,real,1.16,go,0.976053639846743
1,12596,real,1.12,go,1.0109126984127
1,12608,real,1.14,go,0.99317738791423
1,12672,real,1.15,go,0.984541062801932
1,12604,real,1.01,go,1.12101210121012
1,12604,real,1.14,go,0.99317738791423
2,12616,real,1.11,go,1.02002002002002
2,12612,real,1.11,go,1.02002002002002
2,12620,real,1.12,go,1.0109126984127
2,12608,real,1.13,go,1.00196656833825
2,12604,real,1.13,go,1.00196656833825
2,12616,real,1.13,go,1.00196656833825
2,12612,real,1.14,go,0.99317738791423
2,12612,real,1.13,go,1.00196656833825
2,12624,real,1.13,go,1.00196656833825
4,12652,real,0.95,go,1.19181286549708
4,12656,real,1.11,go,1.02002002002002
4,12660,real,1.07,go,1.05815160955348
4,12644,real,1.12,go,1.0109126984127
4,12652,real,1.08,go,1.04835390946502
4,12644,real,1.12,go,1.0109126984127
4,12660,real,1.12,go,1.0109126984127
4,12656,real,1.1,go,1.02929292929293
4,12648,real,1.12,go,1.0109126984127
5,12668,real,1.11,go,1.02002002002002
5,12668,real,1.11,go,1.02002002002002
5,12668,real,0.94,go,1.20449172576832
5,12668,real,1.11,go,1.02002002002002
5,12664,real,1.12,go,1.0109126984127
5,12668,real,1.11,go,1.02002002002002
5,12672,real,1.21,go,0.935720844811754
5,12664,real,1.11,go,1.02002002002002
5,12660,real,1.11,go,1.02002002002002
8,12700,real,1.08,go,1.04835390946502
8,12704,real,1.11,go,1.02002002002002
8,12692,real,1.09,go,1.03873598369011
8,12696,real,1.12,go,1.0109126984127
8,12700,real,1.11,go,1.02002002002002
8,12700,real,1.1,go,1.02929292929293
8,12700,real,1.1,go,1.02929292929293
8,12704,real,1.11,go,1.02002002002002
8,12708,real,1.11,go,1.02002002002002
10,12720,real,1.1,go,1.02929292929293
10,12736,real,1.11,go,1.02002002002002
10,12724,real,1.1,go,1.02929292929293
10,12724,real,1.12,go,1.0109126984127
10,12760,real,1.1,go,1.02929292929293
10,12720,real,1.1,go,1.02929292929293
10,12732,real,1.05,go,1.07830687830688
10,12728,real,1.1,go,1.02929292929293
10,12728,real,1.1,go,1.02929292929293
16,12844,real,1.09,go,1.03873598369011
16,12852,real,1.19,go,0.951447245564893
16,12848,real,1.02,go,1.11002178649237
16,12856,real,1.09,go,1.03873598369011
16,12852,real,1.1,go,1.02929292929293
16,12852,real,1.12,go,1.0109126984127
16,12848,real,0.97,go,1.16723940435281
16,12920,real,1.1,go,1.02929292929293
16,12852,real,1.1,go,1.02929292929293
20,12904,real,0.92,go,1.23067632850242
20,12892,real,1.06,go,1.06813417190776
20,12900,real,1.09,go,1.03873598369011
20,12904,real,1.09,go,1.03873598369011
20,12908,real,1.1,go,1.02929292929293
20,12972,real,1.09,go,1.03873598369011
20,12904,real,1.09,go,1.03873598369011
20,12972,real,1.1,go,1.02929292929293
20,12896,real,1.09,go,1.03873598369011
25,13032,real,0.94,go,1.20449172576832
25,12948,real,0.91,go,1.24420024420024
25,12952,real,1.09,go,1.03873598369011
25,12944,real,1.09,go,1.03873598369011
25,12948,real,1.1,go,1.02929292929293
25,12960,real,1.15,go,0.984541062801932
25,13036,real,1.09,go,1.03873598369011
25,13028,real,0.91,go,1.24420024420024
25,12952,real,1.09,go,1.03873598369011
32,13052,real,1.08,go,1.04835390946502
32,13048,real,1.08,go,1.04835390946502
